video_path,label
dataset_compressed\normal\1975.mp4,0
dataset_compressed\normal\1976.mp4,0
dataset_compressed\normal\1977.mp4,0
dataset_compressed\normal\1978.mp4,0
dataset_compressed\normal\1979.mp4,0
dataset_compressed\normal\1980.mp4,0
dataset_compressed\normal\1981.mp4,0
dataset_compressed\normal\1982.mp4,0
dataset_compressed\normal\1983.mp4,0
dataset_compressed\normal\1984.mp4,0
dataset_compressed\normal\1985.mp4,0
dataset_compressed\normal\1986.mp4,0
dataset_compressed\normal\1987.mp4,0
dataset_compressed\normal\1988.mp4,0
dataset_compressed\normal\1989.mp4,0
dataset_compressed\normal\1990.mp4,0
dataset_compressed\normal\1991.mp4,0
dataset_compressed\normal\1992.mp4,0
dataset_compressed\normal\1993.mp4,0
dataset_compressed\normal\1994.mp4,0
dataset_compressed\normal\1995.mp4,0
dataset_compressed\normal\1996.mp4,0
dataset_compressed\normal\1997.mp4,0
dataset_compressed\normal\1998.mp4,0
dataset_compressed\normal\1999.mp4,0
dataset_compressed\normal\2000.mp4,0
dataset_compressed\normal\2001.mp4,0
dataset_compressed\normal\2002.mp4,0
dataset_compressed\normal\2003.mp4,0
dataset_compressed\normal\2004.mp4,0
dataset_compressed\normal\2005.mp4,0
dataset_compressed\normal\2006.mp4,0
dataset_compressed\normal\2007.mp4,0
dataset_compressed\normal\2008.mp4,0
dataset_compressed\normal\2009.mp4,0
dataset_compressed\normal\2010.mp4,0
dataset_compressed\normal\2011.mp4,0
dataset_compressed\normal\2012.mp4,0
dataset_compressed\normal\2013.mp4,0
dataset_compressed\normal\2014.mp4,0
dataset_compressed\normal\2015.mp4,0
dataset_compressed\normal\2016.mp4,0
dataset_compressed\normal\2017.mp4,0
dataset_compressed\normal\2018.mp4,0
dataset_compressed\normal\2019.mp4,0
dataset_compressed\normal\2020.mp4,0
dataset_compressed\normal\2021.mp4,0
dataset_compressed\normal\2022.mp4,0
dataset_compressed\normal\20220518_acci-bg1.mp4,0
dataset_compressed\normal\20220518_acci-bg10.mp4,0
dataset_compressed\normal\20220518_acci-bg12.mp4,0
dataset_compressed\normal\20220518_acci-bg14.mp4,0
dataset_compressed\normal\20220518_acci-bg16.mp4,0
dataset_compressed\normal\20220518_acci-bg18.mp4,0
dataset_compressed\normal\20220518_acci-bg20.mp4,0
dataset_compressed\normal\20220518_acci-bg22.mp4,0
dataset_compressed\normal\20220518_acci-bg24.mp4,0
dataset_compressed\normal\20220518_acci-bg26.mp4,0
dataset_compressed\normal\20220518_acci-bg28.mp4,0
dataset_compressed\normal\20220518_acci-bg3.mp4,0
dataset_compressed\normal\20220518_acci-bg30.mp4,0
dataset_compressed\normal\20220518_acci-bg32.mp4,0
dataset_compressed\normal\20220518_acci-bg34.mp4,0
dataset_compressed\normal\20220518_acci-bg36.mp4,0
dataset_compressed\normal\20220518_acci-bg38.mp4,0
dataset_compressed\normal\20220518_acci-bg40.mp4,0
dataset_compressed\normal\20220518_acci-bg42.mp4,0
dataset_compressed\normal\20220518_acci-bg44.mp4,0
dataset_compressed\normal\20220518_acci-bg46.mp4,0
dataset_compressed\normal\20220518_acci-bg48.mp4,0
dataset_compressed\normal\20220518_acci-bg50.mp4,0
dataset_compressed\normal\20220518_acci-bg52.mp4,0
dataset_compressed\normal\20220518_acci-bg54.mp4,0
dataset_compressed\normal\20220518_acci-bg56.mp4,0
dataset_compressed\normal\20220518_acci-bg58.mp4,0
dataset_compressed\normal\20220518_acci-bg6.mp4,0
dataset_compressed\normal\20220518_acci-bg60.mp4,0
dataset_compressed\normal\20220518_acci-bg62.mp4,0
dataset_compressed\normal\20220518_acci-bg8.mp4,0
dataset_compressed\normal\20220620_acci-bg11.mp4,0
dataset_compressed\normal\20220620_acci-bg13.mp4,0
dataset_compressed\normal\20220620_acci-bg16.mp4,0
dataset_compressed\normal\20220620_acci-bg18.mp4,0
dataset_compressed\normal\20220620_acci-bg20.mp4,0
dataset_compressed\normal\20220620_acci-bg22.mp4,0
dataset_compressed\normal\20220620_acci-bg24.mp4,0
dataset_compressed\normal\20220620_acci-bg26.mp4,0
dataset_compressed\normal\20220620_acci-bg29.mp4,0
dataset_compressed\normal\20220620_acci-bg3.mp4,0
dataset_compressed\normal\20220620_acci-bg31.mp4,0
dataset_compressed\normal\20220620_acci-bg33.mp4,0
dataset_compressed\normal\20220620_acci-bg35.mp4,0
dataset_compressed\normal\20220620_acci-bg37.mp4,0
dataset_compressed\normal\20220620_acci-bg39.mp4,0
dataset_compressed\normal\20220620_acci-bg41.mp4,0
dataset_compressed\normal\20220620_acci-bg44.mp4,0
dataset_compressed\normal\20220620_acci-bg48.mp4,0
dataset_compressed\normal\20220620_acci-bg5.mp4,0
dataset_compressed\normal\20220620_acci-bg7.mp4,0
dataset_compressed\normal\20220620_acci-bg9.mp4,0
dataset_compressed\normal\2023.mp4,0
dataset_compressed\normal\20230818_acci-bg_1.mp4,0
dataset_compressed\normal\20230818_acci-bg_103.mp4,0
dataset_compressed\normal\20230818_acci-bg_105.mp4,0
dataset_compressed\normal\20230818_acci-bg_107.mp4,0
dataset_compressed\normal\20230818_acci-bg_11.mp4,0
dataset_compressed\normal\20230818_acci-bg_111.mp4,0
dataset_compressed\normal\20230818_acci-bg_113.mp4,0
dataset_compressed\normal\20230818_acci-bg_115.mp4,0
dataset_compressed\normal\20230818_acci-bg_119.mp4,0
dataset_compressed\normal\20230818_acci-bg_121.mp4,0
dataset_compressed\normal\20230818_acci-bg_123.mp4,0
dataset_compressed\normal\20230818_acci-bg_127.mp4,0
dataset_compressed\normal\20230818_acci-bg_129.mp4,0
dataset_compressed\normal\20230818_acci-bg_131.mp4,0
dataset_compressed\normal\20230818_acci-bg_135.mp4,0
dataset_compressed\normal\20230818_acci-bg_137.mp4,0
dataset_compressed\normal\20230818_acci-bg_139.mp4,0
dataset_compressed\normal\20230818_acci-bg_143.mp4,0
dataset_compressed\normal\20230818_acci-bg_145.mp4,0
dataset_compressed\normal\20230818_acci-bg_147.mp4,0
dataset_compressed\normal\20230818_acci-bg_15.mp4,0
dataset_compressed\normal\20230818_acci-bg_151.mp4,0
dataset_compressed\normal\20230818_acci-bg_153.mp4,0
dataset_compressed\normal\20230818_acci-bg_155.mp4,0
dataset_compressed\normal\20230818_acci-bg_17.mp4,0
dataset_compressed\normal\20230818_acci-bg_19.mp4,0
dataset_compressed\normal\20230818_acci-bg_23.mp4,0
dataset_compressed\normal\20230818_acci-bg_25.mp4,0
dataset_compressed\normal\20230818_acci-bg_27.mp4,0
dataset_compressed\normal\20230818_acci-bg_3.mp4,0
dataset_compressed\normal\20230818_acci-bg_31.mp4,0
dataset_compressed\normal\20230818_acci-bg_33.mp4,0
dataset_compressed\normal\20230818_acci-bg_35.mp4,0
dataset_compressed\normal\20230818_acci-bg_39.mp4,0
dataset_compressed\normal\20230818_acci-bg_41.mp4,0
dataset_compressed\normal\20230818_acci-bg_43.mp4,0
dataset_compressed\normal\20230818_acci-bg_47.mp4,0
dataset_compressed\normal\20230818_acci-bg_49.mp4,0
dataset_compressed\normal\20230818_acci-bg_51.mp4,0
dataset_compressed\normal\20230818_acci-bg_55.mp4,0
dataset_compressed\normal\20230818_acci-bg_57.mp4,0
dataset_compressed\normal\20230818_acci-bg_59.mp4,0
dataset_compressed\normal\20230818_acci-bg_63.mp4,0
dataset_compressed\normal\20230818_acci-bg_65.mp4,0
dataset_compressed\normal\20230818_acci-bg_67.mp4,0
dataset_compressed\normal\20230818_acci-bg_7.mp4,0
dataset_compressed\normal\20230818_acci-bg_71.mp4,0
dataset_compressed\normal\20230818_acci-bg_73.mp4,0
dataset_compressed\normal\20230818_acci-bg_75.mp4,0
dataset_compressed\normal\20230818_acci-bg_79.mp4,0
dataset_compressed\normal\20230818_acci-bg_81.mp4,0
dataset_compressed\normal\20230818_acci-bg_83.mp4,0
dataset_compressed\normal\20230818_acci-bg_87.mp4,0
dataset_compressed\normal\20230818_acci-bg_89.mp4,0
dataset_compressed\normal\20230818_acci-bg_9.mp4,0
dataset_compressed\normal\20230818_acci-bg_91.mp4,0
dataset_compressed\normal\20230818_acci-bg_95.mp4,0
dataset_compressed\normal\20230818_acci-bg_97.mp4,0
dataset_compressed\normal\20230818_acci-bg_99.mp4,0
dataset_compressed\normal\2024.mp4,0
dataset_compressed\normal\2025.mp4,0
dataset_compressed\normal\2026.mp4,0
dataset_compressed\normal\2027.mp4,0
dataset_compressed\normal\2028.mp4,0
dataset_compressed\normal\2029.mp4,0
dataset_compressed\normal\2030.mp4,0
dataset_compressed\normal\2031.mp4,0
dataset_compressed\normal\2032.mp4,0
dataset_compressed\normal\2033.mp4,0
dataset_compressed\normal\2034.mp4,0
dataset_compressed\normal\2035.mp4,0
dataset_compressed\normal\2036.mp4,0
dataset_compressed\normal\2037.mp4,0
dataset_compressed\normal\2038.mp4,0
dataset_compressed\normal\2039.mp4,0
dataset_compressed\normal\2040.mp4,0
dataset_compressed\normal\2041.mp4,0
dataset_compressed\normal\2042.mp4,0
dataset_compressed\normal\2043.mp4,0
dataset_compressed\normal\2044.mp4,0
dataset_compressed\normal\2045.mp4,0
dataset_compressed\normal\2046.mp4,0
dataset_compressed\normal\2047.mp4,0
dataset_compressed\normal\2048.mp4,0
dataset_compressed\normal\2049.mp4,0
dataset_compressed\normal\2050.mp4,0
dataset_compressed\normal\2051.mp4,0
dataset_compressed\normal\2052.mp4,0
dataset_compressed\normal\2053.mp4,0
dataset_compressed\normal\2054.mp4,0
dataset_compressed\normal\2055.mp4,0
dataset_compressed\normal\2056.mp4,0
dataset_compressed\normal\2057.mp4,0
dataset_compressed\normal\2058.mp4,0
dataset_compressed\normal\2059.mp4,0
dataset_compressed\normal\2060.mp4,0
dataset_compressed\normal\2061.mp4,0
dataset_compressed\normal\2062.mp4,0
dataset_compressed\normal\2063.mp4,0
dataset_compressed\normal\2064.mp4,0
dataset_compressed\normal\2065.mp4,0
dataset_compressed\normal\2066.mp4,0
dataset_compressed\normal\2067.mp4,0
dataset_compressed\normal\2068.mp4,0
dataset_compressed\normal\2069.mp4,0
dataset_compressed\normal\2070.mp4,0
dataset_compressed\normal\2071.mp4,0
dataset_compressed\normal\2072.mp4,0
dataset_compressed\normal\2073.mp4,0
dataset_compressed\normal\2074.mp4,0
dataset_compressed\normal\2075.mp4,0
dataset_compressed\normal\2076.mp4,0
dataset_compressed\normal\2077.mp4,0
dataset_compressed\normal\2078.mp4,0
dataset_compressed\normal\2079.mp4,0
dataset_compressed\normal\2080.mp4,0
dataset_compressed\normal\2081.mp4,0
dataset_compressed\normal\2082.mp4,0
dataset_compressed\normal\2083.mp4,0
dataset_compressed\normal\2084.mp4,0
dataset_compressed\normal\2085.mp4,0
dataset_compressed\normal\2086.mp4,0
dataset_compressed\normal\2087.mp4,0
dataset_compressed\normal\2088.mp4,0
dataset_compressed\normal\2089.mp4,0
dataset_compressed\normal\2090.mp4,0
dataset_compressed\normal\2091.mp4,0
dataset_compressed\normal\2092.mp4,0
dataset_compressed\normal\2093.mp4,0
dataset_compressed\normal\2094.mp4,0
dataset_compressed\normal\2095.mp4,0
dataset_compressed\normal\2096.mp4,0
dataset_compressed\normal\2097.mp4,0
dataset_compressed\normal\2098.mp4,0
dataset_compressed\normal\2099.mp4,0
dataset_compressed\normal\2100.mp4,0
dataset_compressed\normal\2101.mp4,0
dataset_compressed\normal\2102.mp4,0
dataset_compressed\normal\2103.mp4,0
dataset_compressed\normal\2104.mp4,0
dataset_compressed\normal\2105.mp4,0
dataset_compressed\normal\2106.mp4,0
dataset_compressed\normal\2107.mp4,0
dataset_compressed\normal\2108.mp4,0
dataset_compressed\normal\2109.mp4,0
dataset_compressed\normal\2110.mp4,0
dataset_compressed\normal\2111.mp4,0
dataset_compressed\normal\2112.mp4,0
dataset_compressed\normal\2113.mp4,0
dataset_compressed\normal\2114.mp4,0
dataset_compressed\normal\2115.mp4,0
dataset_compressed\normal\2116.mp4,0
dataset_compressed\normal\2117.mp4,0
dataset_compressed\normal\2118.mp4,0
dataset_compressed\normal\2119.mp4,0
dataset_compressed\normal\2120.mp4,0
dataset_compressed\normal\2121.mp4,0
dataset_compressed\normal\2122.mp4,0
dataset_compressed\normal\2123.mp4,0
dataset_compressed\normal\2124.mp4,0
dataset_compressed\normal\2125.mp4,0
dataset_compressed\normal\2126.mp4,0
dataset_compressed\normal\2127.mp4,0
dataset_compressed\normal\2128.mp4,0
dataset_compressed\normal\2129.mp4,0
dataset_compressed\normal\2130.mp4,0
dataset_compressed\normal\2131.mp4,0
dataset_compressed\normal\2132.mp4,0
dataset_compressed\normal\2133.mp4,0
dataset_compressed\normal\2134.mp4,0
dataset_compressed\normal\2135.mp4,0
dataset_compressed\normal\2136.mp4,0
dataset_compressed\normal\2137.mp4,0
dataset_compressed\normal\2138.mp4,0
dataset_compressed\normal\2139.mp4,0
dataset_compressed\normal\2140.mp4,0
dataset_compressed\normal\2141.mp4,0
dataset_compressed\normal\2142.mp4,0
dataset_compressed\normal\2143.mp4,0
dataset_compressed\normal\2144.mp4,0
dataset_compressed\normal\2145.mp4,0
dataset_compressed\normal\2146.mp4,0
dataset_compressed\normal\2147.mp4,0
dataset_compressed\normal\2148.mp4,0
dataset_compressed\normal\2149.mp4,0
dataset_compressed\normal\2150.mp4,0
dataset_compressed\normal\2151.mp4,0
dataset_compressed\normal\2152.mp4,0
dataset_compressed\normal\2153.mp4,0
dataset_compressed\normal\2154.mp4,0
dataset_compressed\normal\2155.mp4,0
dataset_compressed\normal\2156.mp4,0
dataset_compressed\normal\2157.mp4,0
dataset_compressed\normal\2158.mp4,0
dataset_compressed\normal\2159.mp4,0
dataset_compressed\normal\2160.mp4,0
dataset_compressed\normal\2161.mp4,0
dataset_compressed\normal\2162.mp4,0
dataset_compressed\normal\2163.mp4,0
dataset_compressed\normal\2164.mp4,0
dataset_compressed\normal\2165.mp4,0
dataset_compressed\normal\2166.mp4,0
dataset_compressed\normal\2167.mp4,0
dataset_compressed\normal\2168.mp4,0
dataset_compressed\normal\2169.mp4,0
dataset_compressed\normal\2170.mp4,0
dataset_compressed\normal\2171.mp4,0
dataset_compressed\normal\2172.mp4,0
dataset_compressed\normal\2173.mp4,0
dataset_compressed\normal\2174.mp4,0
dataset_compressed\normal\2175.mp4,0
dataset_compressed\normal\2176.mp4,0
dataset_compressed\normal\2177.mp4,0
dataset_compressed\normal\2178.mp4,0
dataset_compressed\normal\2179.mp4,0
dataset_compressed\normal\2180.mp4,0
dataset_compressed\normal\2181.mp4,0
dataset_compressed\normal\2182.mp4,0
dataset_compressed\normal\2183.mp4,0
dataset_compressed\normal\2184.mp4,0
dataset_compressed\normal\2185.mp4,0
dataset_compressed\normal\2186.mp4,0
dataset_compressed\normal\2187.mp4,0
dataset_compressed\normal\2188.mp4,0
dataset_compressed\normal\2189.mp4,0
dataset_compressed\normal\2190.mp4,0
dataset_compressed\normal\2191.mp4,0
dataset_compressed\normal\2192.mp4,0
dataset_compressed\normal\2193.mp4,0
dataset_compressed\normal\2194.mp4,0
dataset_compressed\normal\2195.mp4,0
dataset_compressed\normal\2196.mp4,0
dataset_compressed\normal\2197.mp4,0
dataset_compressed\normal\2198.mp4,0
dataset_compressed\normal\2199.mp4,0
dataset_compressed\normal\2200.mp4,0
dataset_compressed\normal\2201.mp4,0
dataset_compressed\normal\2202.mp4,0
dataset_compressed\normal\2203.mp4,0
dataset_compressed\normal\2204.mp4,0
dataset_compressed\normal\2205.mp4,0
dataset_compressed\normal\2206.mp4,0
dataset_compressed\normal\2207.mp4,0
dataset_compressed\normal\2208.mp4,0
dataset_compressed\normal\2209.mp4,0
dataset_compressed\normal\2210.mp4,0
dataset_compressed\normal\2211.mp4,0
dataset_compressed\normal\2212.mp4,0
dataset_compressed\normal\2213.mp4,0
dataset_compressed\normal\2214.mp4,0
dataset_compressed\normal\2215.mp4,0
dataset_compressed\normal\2216.mp4,0
dataset_compressed\normal\2217.mp4,0
dataset_compressed\normal\2218.mp4,0
dataset_compressed\normal\2219.mp4,0
dataset_compressed\normal\2220.mp4,0
dataset_compressed\normal\2221.mp4,0
dataset_compressed\normal\2222.mp4,0
dataset_compressed\normal\2223.mp4,0
dataset_compressed\normal\2224.mp4,0
dataset_compressed\normal\2225.mp4,0
dataset_compressed\normal\2226.mp4,0
dataset_compressed\normal\2227.mp4,0
dataset_compressed\normal\2228.mp4,0
dataset_compressed\normal\2229.mp4,0
dataset_compressed\normal\2230.mp4,0
dataset_compressed\normal\2231.mp4,0
dataset_compressed\normal\2232.mp4,0
dataset_compressed\normal\2233.mp4,0
dataset_compressed\normal\2234.mp4,0
dataset_compressed\normal\2235.mp4,0
dataset_compressed\normal\2236.mp4,0
dataset_compressed\normal\2237.mp4,0
dataset_compressed\normal\2238.mp4,0
dataset_compressed\normal\2239.mp4,0
dataset_compressed\normal\2240.mp4,0
dataset_compressed\normal\2241.mp4,0
dataset_compressed\normal\2242.mp4,0
dataset_compressed\normal\2243.mp4,0
dataset_compressed\normal\2244.mp4,0
dataset_compressed\normal\2245.mp4,0
dataset_compressed\normal\2246.mp4,0
dataset_compressed\normal\2247.mp4,0
dataset_compressed\normal\2248.mp4,0
dataset_compressed\normal\2249.mp4,0
dataset_compressed\normal\2250.mp4,0
dataset_compressed\normal\2251.mp4,0
dataset_compressed\normal\2252.mp4,0
dataset_compressed\normal\2253.mp4,0
dataset_compressed\normal\2254.mp4,0
dataset_compressed\normal\2255.mp4,0
dataset_compressed\normal\2256.mp4,0
dataset_compressed\normal\2257.mp4,0
dataset_compressed\normal\2258.mp4,0
dataset_compressed\normal\2259.mp4,0
dataset_compressed\normal\2260.mp4,0
dataset_compressed\normal\2261.mp4,0
dataset_compressed\normal\2262.mp4,0
dataset_compressed\normal\2263.mp4,0
dataset_compressed\normal\2264.mp4,0
dataset_compressed\normal\2265.mp4,0
dataset_compressed\normal\2266.mp4,0
dataset_compressed\normal\2267.mp4,0
dataset_compressed\normal\2268.mp4,0
dataset_compressed\normal\2269.mp4,0
dataset_compressed\normal\2270.mp4,0
dataset_compressed\normal\2271.mp4,0
dataset_compressed\normal\2272.mp4,0
dataset_compressed\normal\2273.mp4,0
dataset_compressed\normal\2274.mp4,0
dataset_compressed\normal\2275.mp4,0
dataset_compressed\normal\2276.mp4,0
dataset_compressed\normal\2277.mp4,0
dataset_compressed\normal\2278.mp4,0
dataset_compressed\normal\2279.mp4,0
dataset_compressed\normal\2280.mp4,0
dataset_compressed\normal\2281.mp4,0
dataset_compressed\normal\2282.mp4,0
dataset_compressed\normal\2283.mp4,0
dataset_compressed\normal\2284.mp4,0
dataset_compressed\normal\2285.mp4,0
dataset_compressed\normal\2286.mp4,0
dataset_compressed\normal\2287.mp4,0
dataset_compressed\normal\2288.mp4,0
dataset_compressed\normal\2289.mp4,0
dataset_compressed\normal\2290.mp4,0
dataset_compressed\normal\2291.mp4,0
dataset_compressed\normal\2292.mp4,0
dataset_compressed\normal\2293.mp4,0
dataset_compressed\normal\2294.mp4,0
dataset_compressed\normal\2295.mp4,0
dataset_compressed\normal\2296.mp4,0
dataset_compressed\normal\2297.mp4,0
dataset_compressed\normal\2298.mp4,0
dataset_compressed\normal\2299.mp4,0
dataset_compressed\normal\2300.mp4,0
dataset_compressed\normal\2301.mp4,0
dataset_compressed\normal\2302.mp4,0
dataset_compressed\normal\2303.mp4,0
dataset_compressed\normal\4.mp4,0
dataset_compressed\normal\400.mp4,0
dataset_compressed\normal\401.mp4,0
dataset_compressed\normal\402.mp4,0
dataset_compressed\normal\403.mp4,0
dataset_compressed\normal\404.mp4,0
dataset_compressed\normal\405.mp4,0
dataset_compressed\normal\406.mp4,0
dataset_compressed\normal\407.mp4,0
dataset_compressed\normal\408.mp4,0
dataset_compressed\normal\409.mp4,0
dataset_compressed\normal\410.mp4,0
dataset_compressed\normal\411.mp4,0
dataset_compressed\normal\412.mp4,0
dataset_compressed\normal\413.mp4,0
dataset_compressed\normal\414.mp4,0
dataset_compressed\normal\415.mp4,0
dataset_compressed\normal\416.mp4,0
dataset_compressed\normal\417.mp4,0
dataset_compressed\normal\418.mp4,0
dataset_compressed\normal\419.mp4,0
dataset_compressed\normal\420.mp4,0
dataset_compressed\normal\421.mp4,0
dataset_compressed\normal\422.mp4,0
dataset_compressed\normal\423.mp4,0
dataset_compressed\normal\424.mp4,0
dataset_compressed\normal\425.mp4,0
dataset_compressed\normal\426.mp4,0
dataset_compressed\normal\427.mp4,0
dataset_compressed\normal\428.mp4,0
dataset_compressed\normal\429.mp4,0
dataset_compressed\normal\430.mp4,0
dataset_compressed\normal\431.mp4,0
dataset_compressed\normal\432.mp4,0
dataset_compressed\normal\433.mp4,0
dataset_compressed\normal\434.mp4,0
dataset_compressed\normal\435.mp4,0
dataset_compressed\normal\436.mp4,0
dataset_compressed\normal\437.mp4,0
dataset_compressed\normal\438.mp4,0
dataset_compressed\normal\439.mp4,0
dataset_compressed\normal\440.mp4,0
dataset_compressed\normal\441.mp4,0
dataset_compressed\normal\442.mp4,0
dataset_compressed\normal\443.mp4,0
dataset_compressed\normal\444.mp4,0
dataset_compressed\normal\445.mp4,0
dataset_compressed\normal\446.mp4,0
dataset_compressed\normal\447.mp4,0
dataset_compressed\normal\448.mp4,0
dataset_compressed\normal\449.mp4,0
dataset_compressed\normal\450.mp4,0
dataset_compressed\normal\451.mp4,0
dataset_compressed\normal\452.mp4,0
dataset_compressed\normal\453.mp4,0
dataset_compressed\normal\454.mp4,0
dataset_compressed\normal\455.mp4,0
dataset_compressed\normal\456.mp4,0
dataset_compressed\normal\457.mp4,0
dataset_compressed\normal\458.mp4,0
dataset_compressed\normal\459.mp4,0
dataset_compressed\normal\460.mp4,0
dataset_compressed\normal\461.mp4,0
dataset_compressed\normal\462.mp4,0
dataset_compressed\normal\463.mp4,0
dataset_compressed\normal\464.mp4,0
dataset_compressed\normal\465.mp4,0
dataset_compressed\normal\466.mp4,0
dataset_compressed\normal\467.mp4,0
dataset_compressed\normal\468.mp4,0
dataset_compressed\normal\469.mp4,0
dataset_compressed\normal\470.mp4,0
dataset_compressed\normal\471.mp4,0
dataset_compressed\normal\472.mp4,0
dataset_compressed\normal\473.mp4,0
dataset_compressed\normal\474.mp4,0
dataset_compressed\normal\475.mp4,0
dataset_compressed\normal\476.mp4,0
dataset_compressed\normal\477.mp4,0
dataset_compressed\normal\478.mp4,0
dataset_compressed\normal\479.mp4,0
dataset_compressed\normal\480.mp4,0
dataset_compressed\normal\481.mp4,0
dataset_compressed\normal\482.mp4,0
dataset_compressed\normal\483.mp4,0
dataset_compressed\normal\484.mp4,0
dataset_compressed\normal\485.mp4,0
dataset_compressed\normal\486.mp4,0
dataset_compressed\normal\487.mp4,0
dataset_compressed\normal\488.mp4,0
dataset_compressed\normal\489.mp4,0
dataset_compressed\normal\490.mp4,0
dataset_compressed\normal\491.mp4,0
dataset_compressed\normal\492.mp4,0
dataset_compressed\normal\493.mp4,0
dataset_compressed\normal\494.mp4,0
dataset_compressed\normal\495.mp4,0
dataset_compressed\normal\496.mp4,0
dataset_compressed\normal\497.mp4,0
dataset_compressed\normal\498.mp4,0
dataset_compressed\normal\499.mp4,0
dataset_compressed\normal\500.mp4,0
dataset_compressed\normal\501.mp4,0
dataset_compressed\normal\502.mp4,0
dataset_compressed\normal\503.mp4,0
dataset_compressed\normal\504.mp4,0
dataset_compressed\normal\505.mp4,0
dataset_compressed\normal\506.mp4,0
dataset_compressed\normal\507.mp4,0
dataset_compressed\normal\508.mp4,0
dataset_compressed\normal\509.mp4,0
dataset_compressed\normal\510.mp4,0
dataset_compressed\normal\511.mp4,0
dataset_compressed\normal\512.mp4,0
dataset_compressed\normal\513.mp4,0
dataset_compressed\normal\514.mp4,0
dataset_compressed\normal\515.mp4,0
dataset_compressed\normal\516.mp4,0
dataset_compressed\normal\517.mp4,0
dataset_compressed\normal\518.mp4,0
dataset_compressed\normal\519.mp4,0
dataset_compressed\normal\520.mp4,0
dataset_compressed\normal\521.mp4,0
dataset_compressed\normal\522.mp4,0
dataset_compressed\normal\523.mp4,0
dataset_compressed\normal\524.mp4,0
dataset_compressed\normal\525.mp4,0
dataset_compressed\normal\526.mp4,0
dataset_compressed\normal\527.mp4,0
dataset_compressed\normal\528.mp4,0
dataset_compressed\normal\529.mp4,0
dataset_compressed\normal\530.mp4,0
dataset_compressed\normal\531.mp4,0
dataset_compressed\normal\532.mp4,0
dataset_compressed\normal\533.mp4,0
dataset_compressed\normal\534.mp4,0
dataset_compressed\normal\535.mp4,0
dataset_compressed\normal\536.mp4,0
dataset_compressed\normal\537.mp4,0
dataset_compressed\normal\538.mp4,0
dataset_compressed\normal\539.mp4,0
dataset_compressed\normal\540.mp4,0
dataset_compressed\normal\541.mp4,0
dataset_compressed\normal\542.mp4,0
dataset_compressed\normal\543.mp4,0
dataset_compressed\normal\544.mp4,0
dataset_compressed\normal\545.mp4,0
dataset_compressed\normal\546.mp4,0
dataset_compressed\normal\547.mp4,0
dataset_compressed\normal\548.mp4,0
dataset_compressed\normal\549.mp4,0
dataset_compressed\normal\550.mp4,0
dataset_compressed\normal\551.mp4,0
dataset_compressed\normal\552.mp4,0
dataset_compressed\normal\553.mp4,0
dataset_compressed\normal\554.mp4,0
dataset_compressed\normal\555.mp4,0
dataset_compressed\normal\556.mp4,0
dataset_compressed\normal\557.mp4,0
dataset_compressed\normal\558.mp4,0
dataset_compressed\normal\559.mp4,0
dataset_compressed\normal\560.mp4,0
dataset_compressed\normal\561.mp4,0
dataset_compressed\normal\562.mp4,0
dataset_compressed\normal\563.mp4,0
dataset_compressed\normal\564.mp4,0
dataset_compressed\normal\565.mp4,0
dataset_compressed\normal\566.mp4,0
dataset_compressed\normal\567.mp4,0
dataset_compressed\normal\568.mp4,0
dataset_compressed\normal\569.mp4,0
dataset_compressed\normal\570.mp4,0
dataset_compressed\normal\571.mp4,0
dataset_compressed\normal\572.mp4,0
dataset_compressed\normal\573.mp4,0
dataset_compressed\normal\574.mp4,0
dataset_compressed\normal\575.mp4,0
dataset_compressed\normal\576.mp4,0
dataset_compressed\normal\577.mp4,0
dataset_compressed\normal\578.mp4,0
dataset_compressed\normal\579.mp4,0
dataset_compressed\normal\580.mp4,0
dataset_compressed\normal\581.mp4,0
dataset_compressed\normal\582.mp4,0
dataset_compressed\normal\583.mp4,0
dataset_compressed\normal\584.mp4,0
dataset_compressed\normal\585.mp4,0
dataset_compressed\normal\586.mp4,0
dataset_compressed\normal\587.mp4,0
dataset_compressed\normal\588.mp4,0
dataset_compressed\normal\589.mp4,0
dataset_compressed\normal\590.mp4,0
dataset_compressed\normal\591.mp4,0
dataset_compressed\normal\592.mp4,0
dataset_compressed\normal\593.mp4,0
dataset_compressed\normal\594.mp4,0
dataset_compressed\normal\595.mp4,0
dataset_compressed\normal\596.mp4,0
dataset_compressed\normal\597.mp4,0
dataset_compressed\normal\598.mp4,0
dataset_compressed\normal\599.mp4,0
dataset_compressed\normal\600.mp4,0
dataset_compressed\normal\601.mp4,0
dataset_compressed\normal\602.mp4,0
dataset_compressed\normal\603.mp4,0
dataset_compressed\normal\604.mp4,0
dataset_compressed\normal\605.mp4,0
dataset_compressed\normal\606.mp4,0
dataset_compressed\normal\607.mp4,0
dataset_compressed\normal\608.mp4,0
dataset_compressed\normal\609.mp4,0
dataset_compressed\normal\610.mp4,0
dataset_compressed\normal\611.mp4,0
dataset_compressed\normal\612.mp4,0
dataset_compressed\normal\613.mp4,0
dataset_compressed\normal\614.mp4,0
dataset_compressed\normal\615.mp4,0
dataset_compressed\normal\616.mp4,0
dataset_compressed\normal\617.mp4,0
dataset_compressed\normal\618.mp4,0
dataset_compressed\normal\619.mp4,0
dataset_compressed\normal\620.mp4,0
dataset_compressed\normal\621.mp4,0
